3:40,55,40,173,64,130,66,126,78,113,102,74,114,81,41,98,456,201,256,13,28,75,112,65,27,
4:73,47,154,52,29,112,46,54,90,55,163,43,53,36,21,297,38,153,74,30,57,27,73,37,14,
5:45,29,59,48,51,28,112,45,108,41,13,27,92,201,46,99,48,88,128,45,65,45,41,53,79,
6:27,92,9,13,53,39,12,38,202,168,186,116,10,28,176,96,90,212,29,81,38,43,73,114,70,
7:29,35,27,53,52,24,32,78,50,24,25,66,32,47,25,56,52,53,23,191,153,37,47,24,101,
8:30,54,36,32,32,26,58,18,43,44,46,30,20,202,30,117,161,124,30,42,29,16,17,51,41,
9:12,27,44,12,92,48,125,36,95,11,75,48,153,42,19,8,44,37,12,43,62,21,63,45,13,
10:51,41,120,39,91,58,51,51,61,138,22,21,26,26,24,21,59,50,52,13,41,101,23,10,25,
11:34,66,63,20,48,21,57,16,60,22,32,22,33,36,64,34,20,41,34,53,73,37,58,38,45,
12:96,42,23,45,43,40,72,62,29,39,50,151,39,65,52,81,12,137,119,171,84,56,62,40,51,
13:157,133,23,42,74,42,27,75,40,38,9,109,110,22,115,72,67,71,59,147,63,52,104,17,26,
14:77,45,134,94,50,34,41,54,46,73,20,48,86,50,23,41,45,66,50,123,27,41,94,92,52,
15:11,38,17,83,70,33,33,115,58,69,111,26,38,66,53,48,33,134,77,16,64,96,23,122,24,
20:61,56,12,42,79,61,91,80,115,32,164,68,110,24,33,72,8,58,33,110,79,87,55,69,78,
25:43,46,96,60,56,53,49,143,68,53,23,19,29,30,20,70,103,17,55,21,17,51,113,114,93,
30:173,52,104,67,16,82,70,35,191,123,52,55,13,72,82,294,54,233,76,231,35,211,87,53,138,
40:122,70,202,63,201,130,36,124,132,19,179,64,84,88,92,46,42,122,129,182,130,7,137,102,25,
50:268,56,303,172,416,15,140,291,296,207,387,165,251,309,173,63,26,100,183,102,311,340,308,308,74,
100:337,558,596,94,346,86,89,94,55,533,231,573,1388,176,194,187,193,90,642,232,589,38,120,122,12,
200:599,323,577,69,583,343,586,87,1106,426,380,131,175,110,46,63,69,104,250,297,110,103,48,597,137,
1:701,1069,457,304,11,57,292,407,283,161,57,232,1390,55,253,247,215,307,309,306,355,119,246,383,1092,
2:290,151,82,65,57,131,132,19,708,53,131,233,194,163,95,87,53,102,237,131,137,180,115,232,173,
3:82,77,110,165,118,87,40,56,143,68,131,255,94,53,15,201,115,117,28,47,46,108,75,38,112,
4:57,295,71,90,327,15,31,26,179,83,95,53,140,96,270,24,111,73,148,27,264,24,37,258,25,
5:41,83,245,23,92,59,43,101,75,41,43,68,197,54,102,43,28,46,43,35,47,46,64,43,201,
6:20,82,235,85,22,38,30,47,27,271,127,31,31,39,56,90,126,73,11,11,114,39,87,66,12,
7:27,191,21,11,12,117,46,41,74,56,9,25,8,29,51,80,61,12,56,47,71,22,40,149,55,
8:90,12,48,91,32,38,11,43,33,32,172,18,11,45,44,26,28,49,53,28,21,30,26,25,46,
9:24,76,26,12,38,170,39,60,37,269,73,26,146,84,70,21,40,151,10,19,41,86,41,44,167,
10:88,23,40,50,21,20,52,21,149,21,16,21,40,67,129,13,20,36,43,26,20,23,115,152,135,
11:84,83,37,17,37,45,17,23,72,74,64,35,20,128,21,35,41,121,23,21,120,47,37,40,103,
12:27,41,27,99,22,55,60,65,107,126,34,105,117,55,21,25,109,45,34,36,28,42,50,26,35,
13:21,134,161,81,169,63,72,52,18,54,22,75,42,40,74,93,13,81,63,44,53,93,50,44,43,
14:24,106,72,47,68,161,19,72,27,67,23,78,78,34,52,89,25,25,56,28,173,26,50,48,36,
15:40,62,126,39,45,30,157,137,28,19,77,67,32,66,47,17,49,42,123,16,86,47,147,37,76,
20:81,52,16,11,12,47,81,32,8,8,14,79,48,80,24,56,83,83,154,52,38,29,49,54,37,
25:56,54,58,87,81,18,45,32,35,31,132,67,143,49,14,51,16,86,25,50,24,89,56,53,93,
30:88,48,138,127,75,153,85,52,57,81,25,14,53,79,60,28,89,57,195,77,72,183,150,75,56,
40:36,119,130,127,92,57,125,206,127,667,121,145,129,195,134,122,138,179,47,133,179,71,37,123,49,
50:118,309,273,291,338,80,102,125,42,88,73,96,283,77,44,158,411,60,48,394,60,532,94,78,108,
100:15,80,23,648,375,1706,2684,333,82,81,1290,93,537,1185,581,436,329,80,645,1375,198,82,207,84,31,
200:101,104,989,833,848,94,14,688,1591,22,50,104,69,849,30,566,123,607,1157,905,308,911,232,597,306,
1:219,698,295,115,310,205,144,247,446,311,312,101,152,60,26,349,15,142,242,1042,1006,171,642,39,445,
2:53,109,133,33,81,210,120,110,286,78,132,12,36,11,60,204,59,139,142,143,265,148,192,182,171,
3:194,106,180,156,228,80,144,99,152,93,44,35,26,95,51,24,232,129,94,71,19,100,75,20,116,
4:110,160,296,91,238,94,24,55,17,78,31,365,16,78,51,53,43,145,141,212,32,74,113,421,124,
5:75,64,79,11,36,233,69,32,51,35,122,237,61,46,96,30,73,47,33,12,36,57,48,166,14,
6:31,123,20,83,57,43,66,40,29,11,43,11,110,84,50,150,188,135,78,236,32,44,41,90,61,
7:36,36,10,28,48,30,40,56,92,50,12,32,49,57,16,103,87,36,98,65,38,22,203,58,26,
8:31,80,162,45,68,74,28,44,82,71,49,33,211,67,106,11,75,32,168,46,81,15,25,67,45,
9:37,54,69,12,107,31,46,29,102,15,96,23,92,23,28,14,100,14,122,167,15,27,78,51,92,
10:135,69,57,72,63,14,55,50,61,52,26,71,69,134,62,21,58,128,19,53,59,52,49,39,32,
11:170,201,99,147,168,39,90,65,66,22,21,73,53,15,22,57,30,46,24,18,25,39,40,85,88,
12:54,46,24,19,14,30,66,16,49,67,141,29,139,145,93,67,213,100,44,57,40,61,30,51,49,
13:57,44,24,56,19,114,54,23,118,114,92,88,43,70,139,41,67,42,318,57,51,176,234,35,87,
14:141,166,25,57,29,29,49,25,92,99,12,29,171,44,49,84,179,80,37,76,219,24,44,184,34,
15:134,164,125,24,25,33,51,67,71,287,65,71,69,54,7,44,50,130,22,75,132,109,83,37,22,
20:55,57,89,91,54,49,61,36,137,36,20,39,115,113,142,37,64,43,117,13,110,56,48,35,18,
25:53,62,128,25,19,26,86,24,52,100,30,13,47,47,67,127,54,57,58,29,30,39,60,25,19,
30:89,54,81,56,34,149,119,84,324,56,232,330,224,75,201,229,152,77,100,66,38,96,191,79,88,
40:127,151,143,185,408,216,49,135,274,22,232,140,122,126,240,135,41,153,97,136,123,217,168,140,223,
50:333,81,177,74,345,202,180,100,15,472,168,99,105,92,55,378,98,105,61,13,79,56,57,103,79,
100:97,27,86,508,130,147,51,84,92,91,518,80,444,26,80,348,79,83,77,79,417,601,600,240,93,
200:1369,1391,606,427,77,69,351,1145,917,112,364,718,142,66,125,72,452,1650,177,20,102,405,578,105,605,
1:149,119,233,97,563,597,276,1550,16,320,285,200,234,468,246,255,250,287,542,239,49,249,219,1062,250,
2:87,133,57,64,212,19,39,7,34,287,234,198,81,56,130,10,52,137,202,134,199,131,160,92,661,
3:317,132,22,144,112,163,376,210,90,91,90,15,229,64,12,30,210,110,113,81,67,27,91,76,10,
4:75,73,8,25,23,85,56,15,40,191,124,71,135,65,72,182,52,255,227,34,15,10,114,276,135,
5:33,63,251,20,199,260,66,11,26,92,31,62,57,75,27,64,59,27,75,64,44,71,96,257,45,
6:80,28,13,21,13,31,76,186,12,65,235,120,63,213,155,72,255,208,32,24,21,55,38,11,39,
7:71,98,232,21,203,112,50,112,77,114,40,142,12,35,112,56,25,50,33,150,12,47,67,8,45,
8:24,45,45,13,11,31,44,46,64,69,197,57,142,40,136,145,37,166,15,47,35,35,49,14,54,
9:33,12,12,63,27,53,48,13,44,51,64,89,40,71,89,48,31,32,53,28,21,38,121,346,21,
10:52,59,99,66,72,186,73,64,13,22,66,51,30,21,80,58,25,94,39,25,22,63,57,60,101,
11:75,91,63,111,45,43,21,32,33,23,25,37,67,22,73,48,120,17,37,123,88,38,38,16,17,
12:114,57,47,57,58,42,58,39,62,26,113,27,64,134,61,19,141,216,90,71,173,37,11,18,112,
13:79,34,29,21,56,31,40,27,79,71,58,71,24,73,86,40,57,69,135,37,74,44,83,73,23,
14:115,25,32,83,31,226,32,143,24,25,29,78,76,33,22,71,22,48,28,78,28,23,50,106,135,
15:17,58,40,172,28,73,55,26,29,142,54,34,129,16,158,54,174,297,32,199,145,160,134,19,39,
20:111,18,19,33,71,13,112,40,14,145,30,24,47,89,55,64,13,20,81,116,121,18,16,67,58,
25:65,34,74,34,88,64,15,57,221,102,21,23,31,52,69,86,127,24,20,96,19,13,116,75,29,
30:187,40,78,310,56,69,85,67,77,130,25,58,92,197,53,83,269,79,84,69,45,30,79,92,186,
40:29,160,215,568,13,217,67,14,122,65,123,106,495,183,35,237,187,139,162,193,67,326,188,18,253,
50:398,392,171,87,593,36,391,104,88,102,264,453,327,181,117,83,81,225,639,105,56,27,208,79,285,
100:90,100,707,598,585,88,908,251,789,46,542,93,338,151,66,81,19,215,742,176,356,48,84,577,80,
200:1670,401,25,1016,101,205,105,913,908,101,167,1075,617,109,938,67,992,1857,265,110,27,659,1252,27,1021,
1:299,372,405,42,363,1168,129,396,102,103,604,166,190,221,198,1349,248,251,1405,592,154,124,1159,102,267,
2:61,118,60,319,12,15,201,137,148,130,716,214,387,182,219,191,63,66,135,138,58,233,212,259,638,
3:46,63,20,182,79,68,61,73,63,469,55,29,49,68,240,94,155,30,406,26,82,65,121,78,49,
4:315,14,426,337,32,146,152,40,73,94,36,148,271,40,47,355,26,163,34,188,84,45,56,11,77,
5:44,28,63,59,94,67,35,66,10,59,98,170,50,60,25,52,122,37,50,111,32,248,355,51,113,
6:97,69,111,80,48,25,87,30,38,54,33,83,37,120,164,69,58,30,117,26,17,25,58,90,40,
7:107,38,30,69,13,120,74,15,57,32,50,43,64,182,59,55,27,49,26,61,29,94,12,51,51,
8:120,217,50,11,114,81,109,81,32,97,19,99,34,36,48,40,11,30,90,91,37,52,33,39,13,
9:59,25,61,25,28,26,56,30,49,60,185,21,57,248,109,85,84,21,50,14,36,38,28,198,26,
10:83,21,68,57,47,27,28,24,49,76,33,19,66,23,114,155,13,17,44,48,50,22,30,19,22,
11:21,72,16,60,69,25,29,97,93,23,36,93,12,25,38,90,38,54,9,36,79,59,76,62,39,
12:255,38,121,78,103,29,112,59,65,28,85,38,38,94,93,13,88,77,132,27,118,172,24,48,18,
13:179,112,83,58,133,114,19,100,58,34,46,13,16,18,58,97,116,240,233,77,20,58,105,132,77,
14:76,35,28,28,103,29,29,42,27,37,46,92,112,93,49,20,119,35,68,131,50,23,31,32,32,
15:71,117,79,43,156,169,48,34,31,54,87,28,32,131,21,110,15,155,92,122,119,126,18,13,48,
20:84,56,11,31,84,60,34,330,16,18,66,71,52,97,29,18,36,83,83,87,87,57,108,48,39,
25:26,35,51,14,18,86,88,164,100,133,31,49,92,149,19,97,64,146,30,127,98,28,56,36,44,
30:82,112,68,112,12,316,56,199,257,95,58,102,76,59,206,39,86,38,124,20,53,73,57,54,33,
40:62,38,125,133,181,116,279,193,188,203,132,33,264,102,208,133,210,136,63,242,136,135,18,26,131,
50:160,333,101,101,80,64,169,108,165,342,147,209,591,8,100,158,24,103,58,894,83,14,307,174,58,
100:271,349,83,182,82,51,593,736,655,474,86,82,82,84,87,337,390,926,616,94,232,1298,73,570,23,
200:1754,3770,743,141,713,54,280,118,675,277,293,339,706,963,558,1461,133,21,325,590,616,194,983,330,345,
1:136,157,143,272,486,434,282,333,199,16,314,292,2047,407,406,313,103,102,202,247,250,59,1733,171,209,
2:475,129,135,214,35,38,168,76,129,122,58,15,670,258,164,99,93,16,140,641,96,184,149,93,87,
3:48,104,230,67,34,64,172,101,31,31,135,51,71,207,73,34,182,88,444,177,574,206,45,73,134,
4:142,246,356,280,17,56,30,336,21,46,133,13,222,99,42,321,82,141,130,83,127,143,54,139,13,
5:67,153,105,14,72,127,83,208,30,115,52,184,85,85,62,63,88,52,68,160,92,59,49,53,79,
6:40,21,29,9,93,12,12,22,58,115,26,18,90,56,264,113,86,13,41,25,70,14,47,21,75,
7:61,71,128,171,11,73,164,55,48,91,77,57,29,31,90,12,64,91,53,30,28,40,219,59,83,
8:21,25,45,36,25,12,52,181,62,25,69,49,21,126,53,198,12,51,152,48,49,43,16,98,19,
9:91,63,52,90,38,18,172,102,24,162,43,12,21,22,21,42,165,70,42,47,55,115,44,126,82,
10:198,16,95,23,92,135,54,48,18,71,27,158,28,51,132,127,42,81,75,85,14,25,90,59,62,
11:82,44,22,135,102,13,28,22,33,32,29,71,42,128,22,39,27,23,22,27,37,134,36,45,40,
12:57,19,63,43,37,24,35,39,89,19,189,55,28,103,33,73,48,28,15,151,132,101,48,44,66,
13:40,56,37,185,78,26,77,127,40,37,45,14,67,37,17,76,78,73,34,61,141,57,34,59,73,
14:33,78,28,81,24,34,59,47,82,34,41,41,33,22,75,42,73,49,35,147,23,48,30,56,70,
15:120,59,69,72,92,13,8,129,99,45,37,110,58,144,96,41,14,50,144,174,170,128,24,162,14,
20:21,57,17,50,53,37,26,34,81,25,117,97,87,118,85,44,28,114,78,21,45,45,72,165,29,
25:66,71,124,98,126,28,26,97,110,73,58,101,113,33,101,33,54,36,108,138,108,125,33,85,18,
30:13,516,112,59,256,85,40,217,260,262,154,376,252,125,46,87,193,106,582,102,74,159,68,59,63,
40:207,193,219,944,37,23,354,29,201,50,147,24,30,143,350,146,39,135,139,21,70,21,103,216,117,
50:127,388,159,71,332,27,29,90,313,87,207,17,382,108,771,76,367,103,361,178,183,131,223,206,208,
100:89,15,910,382,95,720,719,87,623,86,86,25,132,749,89,52,1045,252,80,705,390,467,377,96,97,
200:112,416,569,271,344,111,129,140,332,1775,363,635,274,243,871,104,398,139,461,338,113,2122,1319,373,107,
1:264,244,63,602,257,386,617,344,263,8,1149,16,180,601,266,330,256,230,358,280,19,162,271,278,16,
2:151,64,142,298,40,191,120,592,128,32,85,129,87,55,246,64,63,127,504,164,7,184,220,42,113,
3:117,97,96,474,55,106,107,64,72,47,149,38,110,84,125,97,136,278,70,99,184,22,118,59,94,
4:70,78,123,82,123,77,78,54,274,25,101,151,87,166,226,284,29,77,11,34,219,125,15,26,173,
5:172,65,101,100,66,75,31,136,28,70,79,58,107,198,75,86,50,51,148,127,105,64,87,100,229,
6:33,18,34,14,68,51,220,184,28,23,13,60,48,249,30,11,146,277,10,36,17,10,43,89,164,
7:108,17,34,222,46,29,52,65,91,111,31,31,64,61,17,36,10,31,18,44,52,21,104,22,75,
8:94,151,28,12,47,202,93,26,40,47,59,32,149,43,19,59,36,39,13,40,62,45,175,110,126,
9:30,20,24,42,14,106,66,61,85,38,23,21,42,42,47,13,85,21,54,59,46,40,89,47,107,
10:107,109,220,79,43,34,142,66,43,45,13,66,96,47,94,24,63,44,68,134,61,142,147,78,39,
11:45,48,24,44,61,22,21,109,63,52,110,61,84,45,139,27,89,84,142,69,43,23,51,142,63,
12:26,31,111,37,73,29,28,134,62,36,76,129,22,26,25,67,134,44,23,11,193,46,27,26,57,
13:79,243,62,19,53,39,194,35,58,52,46,21,21,67,54,105,52,60,179,105,12,11,11,28,259,
14:128,36,28,85,45,24,58,53,34,50,38,31,24,30,35,55,24,65,191,80,41,101,79,89,53,
15:107,161,47,88,73,78,177,168,31,132,57,25,40,40,47,86,44,35,72,31,31,79,26,19,113,
20:15,85,203,83,47,288,58,36,67,178,76,18,41,52,67,83,108,13,67,55,51,15,44,46,52,
25:50,12,41,60,47,20,58,18,57,51,24,75,25,27,95,23,70,103,24,19,54,20,57,95,140,
30:14,62,195,137,83,140,130,326,95,68,60,55,60,239,87,27,15,86,81,239,146,7,33,58,60,
40:143,48,136,138,305,322,319,144,443,62,219,46,182,126,86,191,301,50,227,138,396,127,443,156,132,
50:608,352,312,15,93,127,110,453,63,334,184,105,152,168,111,207,146,1056,54,46,90,80,111,122,101,
100:50,100,86,147,1518,1279,617,262,104,131,170,82,946,856,1406,593,94,1848,85,98,360,88,1267,430,623,
200:108,650,215,328,26,79,9,248,216,904,1093,52,633,650,452,131,140,227,116,114,980,447,120,679,1273,
1:266,285,278,176,24,250,17,60,340,100,221,407,620,1182,252,244,344,1256,793,100,253,690,17,174,78,
2:98,172,657,224,28,84,364,58,34,176,101,82,164,38,206,118,93,605,40,147,120,686,73,168,227,
3:341,81,44,99,44,105,77,147,46,44,48,156,96,120,220,92,129,145,71,74,159,120,73,30,59,
4:23,21,323,76,53,16,36,42,12,45,118,159,14,163,192,204,12,84,400,87,506,77,14,225,54,
5:215,65,60,173,72,49,74,52,30,42,289,185,59,280,248,193,61,420,11,33,28,104,25,241,144,
6:44,216,165,15,80,203,60,59,292,25,35,59,26,201,42,27,81,47,85,19,48,21,93,101,95,
7:171,55,45,27,13,75,83,55,15,17,47,88,259,175,33,56,62,51,54,54,33,21,22,54,34,
8:51,28,11,39,27,12,46,14,19,39,176,97,73,77,35,57,86,21,22,54,15,90,60,45,31,
9:22,46,59,14,55,22,209,23,22,79,15,71,87,77,112,222,12,95,12,11,11,65,64,73,48,
10:99,59,122,11,120,58,18,44,31,61,32,70,69,114,159,76,68,31,20,17,131,97,99,33,54,
11:67,26,75,56,61,38,103,81,58,46,38,26,30,23,25,98,19,10,53,30,29,18,37,18,24,
12:81,142,66,13,43,91,86,22,183,15,52,124,48,30,59,21,18,42,9,51,50,21,12,47,48,
13:90,65,70,136,159,116,48,144,37,63,33,75,45,133,34,86,65,59,45,141,54,60,106,64,106,
14:141,22,56,71,186,37,62,28,21,101,22,56,46,41,32,19,122,46,99,175,39,28,23,39,124,
15:101,25,70,30,130,50,51,29,53,51,210,33,35,59,72,25,14,40,29,19,32,52,35,23,14,
20:58,235,82,53,26,107,26,49,124,85,49,38,39,81,70,103,92,19,66,16,62,95,76,66,53,
25:50,21,62,132,52,63,131,36,298,16,74,76,27,128,120,89,13,53,27,22,99,29,56,13,22,
30:38,15,132,231,89,118,191,81,68,253,243,8,125,53,101,135,217,70,63,224,108,14,229,242,172,
40:38,344,248,219,184,421,199,176,174,109,200,197,104,139,228,27,137,142,21,570,32,23,58,153,238,
50:133,327,87,128,139,396,112,309,30,23,92,91,15,651,163,112,428,118,30,13,161,75,209,72,356,
100:94,566,126,88,82,1376,493,836,1079,590,409,730,699,443,644,243,106,664,364,85,498,26,84,413,91,
200:523,1512,112,110,71,249,269,104,1429,327,607,138,213,118,683,156,77,658,69,16,628,8,154,28,146,
